13:39:02.985013 common-main.c:49             | d0 | main                     | version      |     |           |           |              | 2.35.3.vfs.0.0
13:39:12.610078 repository.c:136             | d1 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.35.3.vfs.0.0-64-bit/00/GendoxData/src
13:39:12.610078 git.c:526                    | d1 | main                     | cmd_name     |     |           |           |              | merge (pull/merge)
13:39:12.610078 read-cache.c:2455            | d1 | main                     | region_enter | r1  |  0.024703 |           | index        | label:do_read_index .git/index
13:39:12.610078 read-cache.c:2114            | d1 | th01:load_index_extensio | thread_start |     |  0.025151 |           |              | 
13:39:12.610078 read-cache.c:1839            | d1 | th01:load_index_extensio | region_enter |     |  0.025190 |           | index        | label:read/extension/cache_tree
13:39:12.610078 cache-tree.c:685             | d1 | th01:load_index_extensio | region_enter | r1  |  0.025226 |           | cache_tree   | ..label:read
13:39:12.610078 read-cache.c:2197            | d1 | th02:load_cache_entries  | thread_start |     |  0.025302 |           |              | 
13:39:12.610078 read-cache.c:2197            | d1 | th03:load_cache_entries  | thread_start |     |  0.025498 |           |              | 
13:39:12.610078 read-cache.c:2197            | d1 | th04:load_cache_entries  | thread_start |     |  0.025622 |           |              | 
13:39:12.610078 read-cache.c:2197            | d1 | th05:load_cache_entries  | thread_start |     |  0.025753 |           |              | 
13:39:12.610078 read-cache.c:2197            | d1 | th06:load_cache_entries  | thread_start |     |  0.025834 |           |              | 
13:39:12.625756 cache-tree.c:687             | d1 | th01:load_index_extensio | region_leave | r1  |  0.031564 |  0.006338 | cache_tree   | ..label:read
13:39:12.625756 read-cache.c:1841            | d1 | th01:load_index_extensio | data         |     |  0.031592 |  0.006402 | index        | ..read/extension/cache_tree/bytes:767846
13:39:12.625756 read-cache.c:1842            | d1 | th01:load_index_extensio | region_leave |     |  0.031602 |  0.006412 | index        | label:read/extension/cache_tree
13:39:12.625756 fsmonitor.c:94               | d1 | th01:load_index_extensio | data         |     |  0.031620 |  0.006469 | index        | extension/fsmn/read/token:builtin:0.4048.20231225T053421.328944Z:4
13:39:12.625756 read-cache.c:2116            | d1 | th01:load_index_extensio | thread_exit  |     |  0.031676 |  0.006525 |              | 
13:39:12.641271 read-cache.c:2206            | d1 | th03:load_cache_entries  | thread_exit  |     |  0.058476 |  0.032978 |              | 
13:39:12.656989 read-cache.c:2206            | d1 | th05:load_cache_entries  | thread_exit  |     |  0.062248 |  0.036495 |              | 
13:39:12.656989 read-cache.c:2206            | d1 | th02:load_cache_entries  | thread_exit  |     |  0.063141 |  0.037839 |              | 
13:39:12.656989 read-cache.c:2206            | d1 | th04:load_cache_entries  | thread_exit  |     |  0.064177 |  0.038555 |              | 
13:39:12.656989 read-cache.c:2206            | d1 | th06:load_cache_entries  | thread_exit  |     |  0.064760 |  0.038926 |              | 
13:39:12.656989 read-cache.c:2400            | d1 | main                     | data         | r1  |  0.070749 |  0.046046 | index        | ..read/version:4
13:39:12.656989 read-cache.c:2402            | d1 | main                     | data         | r1  |  0.070774 |  0.046071 | index        | ..read/cache_nr:1074121
13:39:12.656989 read-cache.c:2460            | d1 | main                     | region_leave | r1  |  0.070789 |  0.046086 | index        | label:do_read_index .git/index
13:39:12.688322 fsmonitor-ipc.c:46           | d1 | main                     | region_enter |     |  0.101791 |           | fsm_client   | label:query
13:39:12.688322 fsmonitor-ipc.c:47           | d1 | main                     | data         |     |  0.101871 |  0.000080 | fsm_client   | ..query/command:builtin:0.4048.20231225T053421.328944Z:4
13:39:12.688322 ...imple-ipc/ipc-win32.c:202 | d1 | main                     | region_enter |     |  0.101891 |           | ipc-client   | ..label:try-connect
13:39:12.688322 ...imple-ipc/ipc-win32.c:203 | d1 | main                     | data         |     |  0.101904 |  0.000013 | ipc-client   | ....try-connect/path:.git/fsmonitor--daemon.ipc
13:39:12.688322 ...imple-ipc/ipc-win32.c:211 | d1 | main                     | data         |     |  0.102238 |  0.000347 | ipc-client   | ....try-connect/state:0
13:39:12.688322 ...imple-ipc/ipc-win32.c:213 | d1 | main                     | region_leave |     |  0.102265 |  0.000374 | ipc-client   | ..label:try-connect
13:39:12.688322 ...imple-ipc/ipc-win32.c:243 | d1 | main                     | region_enter |     |  0.102280 |           | ipc-client   | ..label:send-command
13:39:12.688322 ...imple-ipc/ipc-win32.c:262 | d1 | main                     | region_leave |     |  0.104119 |  0.001839 | ipc-client   | ..label:send-command
13:39:12.688322 fsmonitor-ipc.c:59           | d1 | main                     | data         |     |  0.104173 |  0.002382 | fsm_client   | ..query/response-length:37191
13:39:12.688322 fsmonitor-ipc.c:102          | d1 | main                     | region_leave |     |  0.104195 |  0.002404 | fsm_client   | label:query
13:39:12.688322 fsmonitor.c:443              | d1 | main                     | region_enter | r1  |  0.104214 |           | fsmonitor    | label:apply_results
13:39:12.719455 fsmonitor.c:473              | d1 | main                     | data         | r1  |  0.121993 |  0.017779 | fsmonitor    | ..apply_count:806
13:39:12.719455 fsmonitor.c:503              | d1 | main                     | region_leave | r1  |  0.122038 |  0.017824 | fsmonitor    | label:apply_results
Already up to date.
13:39:12.719455 ..._win32_process_info.c:166 | d1 | main                     | data_json    | r1  |  0.133988 |  0.133988 | process      | windows/memory:{"PageFaultCount":87597,"PeakWorkingSetSize":350593024,"PeakPagefileUsage":266813440}
13:39:12.719455 git.c:787                    | d1 | main                     | exit         |     |  0.134018 |           |              | code:0
13:39:12.719455 trace2/tr2_tgt_perf.c:213    | d1 | main                     | atexit       |     |  0.134034 |           |              | code:0
13:39:12.735079 run-command.c:977            | d0 | main                     | child_exit   |     |  9.754708 |  0.160282 |              | [ch1] pid:1516 code:0
13:39:12.735079 ..._win32_process_info.c:166 | d0 | main                     | data_json    | r1  |  9.755237 |  9.755237 | process      | windows/memory:{"PageFaultCount":87912,"PeakWorkingSetSize":349646848,"PeakPagefileUsage":265912320}
13:39:12.735079 git.c:787                    | d0 | main                     | exit         |     |  9.755262 |           |              | code:0
13:39:12.735079 trace2/tr2_tgt_perf.c:213    | d0 | main                     | atexit       |     |  9.755277 |           |              | code:0
