14:02:13.454122 common-main.c:55             | d0 | main                     | version      |     |           |           |              | 2.43.0.vfs.0.0
14:03:02.906977 ..._win32_process_info.c:120 | d4 | main                     | data_json    | r0  |  0.027104 |  0.027104 | process      | windows/ancestry:["sh.exe","git-remote-https.exe","git.exe","git.exe","git.exe","git.exe","cmd.exe","explorer.exe"]
14:03:02.906977 git.c:818                    | d4 | main                     | cmd_name     |     |           |           |              | _run_dashed_ (pull/fetch/_run_dashed_/remote-curl/_run_dashed_)
14:03:02.906977 run-command.c:726            | d4 | main                     | child_start  |     |  0.028046 |           |              | [ch0] class:dashed argv:[git-credential-manager store]
14:03:03.016333 common-main.c:55             | d6 | main                     | version      |     |           |           |              | 2.43.0.vfs.0.0
14:03:03.016333 common-main.c:56             | d6 | main                     | start        |     |  0.015870 |           |              | 'C:/Program Files/Git/mingw64/libexec/git-core\git.exe' config --null --list
14:03:03.031956 ..._win32_process_info.c:120 | d6 | main                     | data_json    | r0  |  0.041229 |  0.041229 | process      | windows/ancestry:["git-credential-manager.exe","git.exe","sh.exe","git-remote-https.exe","git.exe","git.exe","git.exe","git.exe","cmd.exe","explorer.exe","(truncated)"]
14:03:03.047572 repository.c:143             | d6 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.43.0.vfs.0.0-64-bit/00/GendoxData/src
14:03:03.047572 git.c:536                    | d6 | main                     | cmd_name     |     |           |           |              | config (pull/fetch/_run_dashed_/remote-curl/_run_dashed_/config)
14:03:03.047572 ..._win32_process_info.c:168 | d6 | main                     | data_json    | r1  |  0.043788 |  0.043788 | process      | windows/memory:{"PageFaultCount":5232,"PeakWorkingSetSize":7929856,"PeakPagefileUsage":36749312}
14:03:03.047572 git.c:798                    | d6 | main                     | exit         |     |  0.043853 |           |              | code:0
14:03:03.047572 trace2/tr2_tgt_perf.c:217    | d6 | main                     | atexit       |     |  0.043883 |           |              | code:0
14:03:03.063200 Program.cs:56                | d0 | AppMain                  | version      |     |           |           |              | 2.4.1
14:03:03.063200 Program.cs:56                | d0 | AppMain                  | start        |     |  0.109408 |           |              | git-credential-manager.exe store
14:03:03.188256 Program.cs:71                | d0 | AppMain                  | exit         |     |  0.234464 |           |              | elapsed:0.2344641 code:0
14:03:03.188256 run-command.c:979            | d4 | main                     | child_exit   |     |  0.303463 |  0.275417 |              | [ch0] pid:5452 code:0
14:03:03.188256 ..._win32_process_info.c:168 | d4 | main                     | data_json    | r0  |  0.303978 |  0.303978 | process      | windows/memory:{"PageFaultCount":4929,"PeakWorkingSetSize":7921664,"PeakPagefileUsage":36012032}
14:03:03.188256 git.c:843                    | d4 | main                     | exit         |     |  0.304015 |           |              | code:0
14:03:03.188256 trace2/tr2_tgt_perf.c:217    | d4 | main                     | atexit       |     |  0.304029 |           |              | code:0
14:03:03.203847 run-command.c:979            | d3 | main                     | child_exit   |     |  3.373544 |  0.361094 |              | [ch1] pid:6004 code:0
14:03:03.203847 connect.c:175                | d3 | main                     | data         |     |  3.373734 |  3.373734 | transfer     | negotiated-version:0
14:03:03.203847 builtin/fetch.c:1642         | d1 | main                     | region_leave | r1  | 29.006260 |  3.427088 | fetch        | label:remote_refs
14:03:03.203847 builtin/fetch.c:1362         | d1 | main                     | region_enter | r1  | 29.011345 |           | fetch        | label:consume_refs
14:03:03.203847 usage.c:87                   | d1 | main                     | error        |     |           |           |              | ..fetch normally indicates which branches had a forced update,
but that check has been disabled; to re-enable, use '--show-forced-updates'
flag or run 'git config fetch.showForcedUpdates true'
warning: fetch normally indicates which branches had a forced update,
but that check has been disabled; to re-enable, use '--show-forced-updates'
flag or run 'git config fetch.showForcedUpdates true'
14:03:03.203847 builtin/fetch.c:1366         | d1 | main                     | region_leave | r1  | 29.012647 |  0.001302 | fetch        | label:consume_refs
14:03:03.203847 ..._win32_process_info.c:168 | d3 | main                     | data_json    | r1  |  3.383069 |  3.383069 | process      | windows/memory:{"PageFaultCount":5953,"PeakWorkingSetSize":14258176,"PeakPagefileUsage":39325696}
14:03:03.203847 common-main.c:65             | d3 | main                     | exit         |     |  3.383110 |           |              | code:0
14:03:03.203847 trace2/tr2_tgt_perf.c:217    | d3 | main                     | atexit       |     |  3.383770 |           |              | code:0
14:03:03.219529 run-command.c:979            | d2 | main                     | child_exit   |     |  3.429956 |  3.403876 |              | [ch0] pid:5384 code:0
14:03:03.219529 ..._win32_process_info.c:168 | d2 | main                     | data_json    | r0  |  3.430311 |  3.430311 | process      | windows/memory:{"PageFaultCount":4004,"PeakWorkingSetSize":7905280,"PeakPagefileUsage":36012032}
14:03:03.219529 git.c:843                    | d2 | main                     | exit         |     |  3.430337 |           |              | code:0
14:03:03.219529 trace2/tr2_tgt_perf.c:217    | d2 | main                     | atexit       |     |  3.430351 |           |              | code:0
14:03:03.219529 run-command.c:979            | d1 | main                     | child_exit   |     | 29.024372 |  3.445112 |              | [ch1] pid:552 code:0
14:03:03.219529 sparse-index.c:505           | d1 | main                     | region_enter | r1  | 29.024425 |           | index        | label:clear_skip_worktree_from_present_files
14:03:24.672597 sparse-index.c:527           | d1 | main                     | data         | r1  | 50.485549 | 21.461124 | index        | ..sparse_path_count:1073522
14:03:24.672597 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 50.485619 | 21.461194 | index        | label:clear_skip_worktree_from_present_files
14:03:24.672597 sparse-index.c:505           | d1 | main                     | region_enter | r1  | 50.485668 |           | index        | label:clear_skip_worktree_from_present_files
14:03:46.250807 sparse-index.c:527           | d1 | main                     | data         | r1  | 72.053793 | 21.568125 | index        | ..sparse_path_count:1073522
14:03:46.250807 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 72.053837 | 21.568169 | index        | label:clear_skip_worktree_from_present_files
14:03:46.250807 run-command.c:1757           | d1 | main                     | region_enter |     | 72.054284 |           | submodule    | label:parallel/fetch max:1
14:03:46.266397 run-command.c:1795           | d1 | main                     | region_leave |     | 72.068939 |  0.014655 | submodule    | label:parallel/fetch
14:03:46.266397 ..._win32_process_info.c:168 | d1 | main                     | data_json    | r1  | 72.069349 | 72.069349 | process      | windows/memory:{"PageFaultCount":88907,"PeakWorkingSetSize":353882112,"PeakPagefileUsage":294379520}
14:03:46.266397 git.c:798                    | d1 | main                     | exit         |     | 72.069376 |           |              | code:0
14:03:46.266397 ..._win32_process_info.c:168 | d3 | main                     | data_json    | r1  | 50.311192 | 50.311192 | process      | windows/memory:{"PageFaultCount":5898,"PeakWorkingSetSize":14209024,"PeakPagefileUsage":38117376}
14:03:46.266397 common-main.c:65             | d3 | main                     | exit         |     | 50.311237 |           |              | code:0
14:03:46.266397 trace2/tr2_tgt_perf.c:217    | d3 | main                     | atexit       |     | 50.311837 |           |              | code:0
14:03:46.266397 run-command.c:979            | d2 | main                     | child_exit   |     | 50.353098 | 50.329244 |              | [ch0] pid:5388 code:0
14:03:46.266397 ..._win32_process_info.c:168 | d2 | main                     | data_json    | r0  | 50.353533 | 50.353533 | process      | windows/memory:{"PageFaultCount":4015,"PeakWorkingSetSize":7843840,"PeakPagefileUsage":36007936}
14:03:46.266397 git.c:843                    | d2 | main                     | exit         |     | 50.353565 |           |              | code:0
14:03:46.266397 trace2/tr2_tgt_perf.c:217    | d2 | main                     | atexit       |     | 50.353580 |           |              | code:0
14:03:46.266397 run-command.c:979            | d1 | main                     | child_exit   |     | 72.080063 | 50.367764 |              | [ch0] pid:6632 code:0
14:03:46.266397 trace2/tr2_tgt_perf.c:217    | d1 | main                     | atexit       |     | 72.080123 |           |              | code:0
14:03:46.297797 run-command.c:979            | d0 | main                     | child_exit   |     | 92.856552 | 72.116718 |              | [ch0] pid:9032 code:0
14:03:46.297797 run-command.c:726            | d0 | main                     | child_start  |     | 92.859879 |           |              | [ch1] class:? argv:[git merge FETCH_HEAD]
14:03:46.313527 common-main.c:55             | d1 | main                     | version      |     |           |           |              | 2.43.0.vfs.0.0
14:03:46.313527 common-main.c:56             | d1 | main                     | start        |     |  0.005985 |           |              | git merge FETCH_HEAD
14:03:46.329088 ..._win32_process_info.c:120 | d1 | main                     | data_json    | r0  |  0.016993 |  0.016993 | process      | windows/ancestry:["git.exe","git.exe","cmd.exe","explorer.exe"]
14:03:46.329088 repository.c:143             | d1 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.43.0.vfs.0.0-64-bit/00/GendoxData/src
14:03:46.329088 git.c:536                    | d1 | main                     | cmd_name     |     |           |           |              | merge (pull/merge)
14:03:46.329088 read-cache.c:2418            | d1 | main                     | region_enter | r1  |  0.022591 |           | index        | label:do_read_index .git/index
14:03:46.344791 read-cache.c:2066            | d1 | th01:load_index_extensio | thread_start |     |  0.026055 |           |              | 
14:03:46.344791 read-cache.c:1770            | d1 | th01:load_index_extensio | region_enter |     |  0.026226 |           | index        | label:read/extension/cache_tree
14:03:46.344791 cache-tree.c:669             | d1 | th01:load_index_extensio | region_enter | r1  |  0.026256 |           | cache_tree   | ..label:read
14:03:46.344791 read-cache.c:2149            | d1 | th02:load_cache_entries  | thread_start |     |  0.026212 |           |              | 
14:03:46.344791 read-cache.c:2149            | d1 | th03:load_cache_entries  | thread_start |     |  0.026313 |           |              | 
14:03:46.344791 read-cache.c:2149            | d1 | th04:load_cache_entries  | thread_start |     |  0.026448 |           |              | 
14:03:46.344791 read-cache.c:2149            | d1 | th05:load_cache_entries  | thread_start |     |  0.026584 |           |              | 
14:03:46.344791 read-cache.c:2149            | d1 | th06:load_cache_entries  | thread_start |     |  0.026635 |           |              | 
14:03:46.344791 cache-tree.c:671             | d1 | th01:load_index_extensio | region_leave | r1  |  0.032745 |  0.006489 | cache_tree   | ..label:read
14:03:46.344791 read-cache.c:1772            | d1 | th01:load_index_extensio | data         |     |  0.032804 |  0.006578 | index        | ..read/extension/cache_tree/bytes:767846
14:03:46.344791 read-cache.c:1773            | d1 | th01:load_index_extensio | region_leave |     |  0.032816 |  0.006590 | index        | label:read/extension/cache_tree
14:03:46.344791 fsmonitor.c:96               | d1 | th01:load_index_extensio | data         |     |  0.032841 |  0.006786 | index        | extension/fsmn/read/token:builtin:0.2436.20231225T055355.657020Z:4
14:03:46.344791 read-cache.c:2068            | d1 | th01:load_index_extensio | thread_exit  |     |  0.032924 |  0.006869 |              | 
14:03:46.375959 read-cache.c:2158            | d1 | th04:load_cache_entries  | thread_exit  |     |  0.064130 |  0.037682 |              | 
14:03:46.375959 read-cache.c:2158            | d1 | th02:load_cache_entries  | thread_exit  |     |  0.066024 |  0.039812 |              | 
14:03:46.375959 read-cache.c:2158            | d1 | th05:load_cache_entries  | thread_exit  |     |  0.067900 |  0.041316 |              | 
14:03:46.375959 read-cache.c:2158            | d1 | th06:load_cache_entries  | thread_exit  |     |  0.069552 |  0.042917 |              | 
14:03:46.375959 read-cache.c:2158            | d1 | th03:load_cache_entries  | thread_exit  |     |  0.070559 |  0.044246 |              | 
14:03:46.391535 read-cache.c:2367            | d1 | main                     | data         | r1  |  0.078062 |  0.055471 | index        | ..read/version:4
14:03:46.391535 read-cache.c:2369            | d1 | main                     | data         | r1  |  0.078134 |  0.055543 | index        | ..read/cache_nr:1074121
14:03:46.391535 read-cache.c:2423            | d1 | main                     | region_leave | r1  |  0.078153 |  0.055562 | index        | label:do_read_index .git/index
14:03:46.422879 fsmonitor-ipc.c:84           | d1 | main                     | region_enter |     |  0.107140 |           | fsm_client   | label:query
14:03:46.422879 fsmonitor-ipc.c:85           | d1 | main                     | data         |     |  0.107213 |  0.000073 | fsm_client   | ..query/command:builtin:0.2436.20231225T055355.657020Z:4
14:03:46.422879 ...imple-ipc/ipc-win32.c:206 | d1 | main                     | region_enter |     |  0.107233 |           | ipc-client   | ..label:try-connect
14:03:46.422879 ...imple-ipc/ipc-win32.c:207 | d1 | main                     | data         |     |  0.107243 |  0.000010 | ipc-client   | ....try-connect/path:.git/fsmonitor--daemon.ipc
14:03:46.422879 ...imple-ipc/ipc-win32.c:215 | d1 | main                     | data         |     |  0.107578 |  0.000345 | ipc-client   | ....try-connect/state:0
14:03:46.422879 ...imple-ipc/ipc-win32.c:217 | d1 | main                     | region_leave |     |  0.107602 |  0.000369 | ipc-client   | ..label:try-connect
14:03:46.422879 ...imple-ipc/ipc-win32.c:247 | d1 | main                     | region_enter |     |  0.107622 |           | ipc-client   | ..label:send-command
14:03:46.422879 ...imple-ipc/ipc-win32.c:266 | d1 | main                     | region_leave |     |  0.109444 |  0.001822 | ipc-client   | ..label:send-command
14:03:46.422879 fsmonitor-ipc.c:97           | d1 | main                     | data         |     |  0.109481 |  0.002341 | fsm_client   | ..query/response-length:37988
14:03:46.422879 fsmonitor-ipc.c:135          | d1 | main                     | region_leave |     |  0.109496 |  0.002356 | fsm_client   | label:query
14:03:46.422879 fsmonitor.c:450              | d1 | main                     | region_enter | r1  |  0.109507 |           | fsmonitor    | label:apply_results
14:03:46.454254 fsmonitor.c:480              | d1 | main                     | data         | r1  |  0.144638 |  0.035131 | fsmonitor    | ..apply_count:826
14:03:46.454254 fsmonitor.c:511              | d1 | main                     | region_leave | r1  |  0.144778 |  0.035271 | fsmonitor    | label:apply_results
14:03:46.454254 sparse-index.c:505           | d1 | main                     | region_enter | r1  |  0.144860 |           | index        | label:clear_skip_worktree_from_present_files
14:04:07.719557 sparse-index.c:527           | d1 | main                     | data         | r1  | 21.409634 | 21.264774 | index        | ..sparse_path_count:1073522
14:04:07.719557 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 21.409706 | 21.264846 | index        | label:clear_skip_worktree_from_present_files
Already up to date.
14:04:07.750862 ..._win32_process_info.c:168 | d1 | main                     | data_json    | r1  | 21.445761 | 21.445761 | process      | windows/memory:{"PageFaultCount":89007,"PeakWorkingSetSize":355180544,"PeakPagefileUsage":294440960}
14:04:07.750862 git.c:798                    | d1 | main                     | exit         |     | 21.446033 |           |              | code:0
14:04:07.750862 trace2/tr2_tgt_perf.c:217    | d1 | main                     | atexit       |     | 21.446199 |           |              | code:0
14:04:07.766406 run-command.c:979            | d0 | main                     | child_exit   |     | 114.325473 | 21.465594 |              | [ch1] pid:4932 code:0
14:04:07.766406 ..._win32_process_info.c:168 | d0 | main                     | data_json    | r1  | 114.326084 | 114.326084 | process      | windows/memory:{"PageFaultCount":88742,"PeakWorkingSetSize":354582528,"PeakPagefileUsage":294432768}
14:04:07.766406 git.c:798                    | d0 | main                     | exit         |     | 114.326112 |           |              | code:0
14:04:07.766406 trace2/tr2_tgt_perf.c:217    | d0 | main                     | atexit       |     | 114.326123 |           |              | code:0
