CMD:
	set GIT_TRACE2_PERF=1
	git pull

12:57:07.735404 common-main.c:55             | d0 | main                     | version      |     |           |           |              | 2.42.0.vfs.0.3
12:58:05.594530 ..._win32_process_info.c:120 | d4 | main                     | data_json    | r0  |  0.024579 |  0.024579 | process      | windows/ancestry:["sh.exe","git-remote-https.exe","git.exe","git.exe","git.exe","git.exe","cmd.exe","explorer.exe"]
12:58:05.594530 git.c:818                    | d4 | main                     | cmd_name     |     |           |           |              | _run_dashed_ (pull/fetch/_run_dashed_/remote-curl/_run_dashed_)
12:58:05.594530 run-command.c:726            | d4 | main                     | child_start  |     |  0.025486 |           |              | [ch0] class:dashed argv:[git-credential-manager store]
12:58:05.703807 common-main.c:55             | d6 | main                     | version      |     |           |           |              | 2.42.0.vfs.0.3
12:58:05.703807 common-main.c:56             | d6 | main                     | start        |     |  0.010067 |           |              | 'C:/Program Files/Git/mingw64/libexec/git-core\git.exe' config --null --list
12:58:05.735085 ..._win32_process_info.c:120 | d6 | main                     | data_json    | r0  |  0.041995 |  0.041995 | process      | windows/ancestry:["git-credential-manager.exe","git.exe","sh.exe","git-remote-https.exe","git.exe","git.exe","git.exe","git.exe","cmd.exe","explorer.exe","(truncated)"]
12:58:05.735085 repository.c:143             | d6 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.42.0.vfs.0.3-64-bit/00/GendoxData/src
12:58:05.735085 git.c:536                    | d6 | main                     | cmd_name     |     |           |           |              | config (pull/fetch/_run_dashed_/remote-curl/_run_dashed_/config)
12:58:05.735085 ..._win32_process_info.c:168 | d6 | main                     | data_json    | r1  |  0.047558 |  0.047558 | process      | windows/memory:{"PageFaultCount":4879,"PeakWorkingSetSize":7925760,"PeakPagefileUsage":36716544}
12:58:05.735085 git.c:798                    | d6 | main                     | exit         |     |  0.047617 |           |              | code:0
12:58:05.735085 trace2/tr2_tgt_perf.c:217    | d6 | main                     | atexit       |     |  0.047640 |           |              | code:0
12:58:05.766327 Program.cs:56                | d0 | AppMain                  | version      |     |           |           |              | 2.3.2
12:58:05.766327 Program.cs:56                | d0 | AppMain                  | start        |     |  0.125036 |           |              | git-credential-manager.exe store
12:58:05.907024 Program.cs:71                | d0 | AppMain                  | exit         |     |  0.265732 |           |              | elapsed:0.265732 code:0
12:58:05.922619 run-command.c:979            | d4 | main                     | child_exit   |     |  0.348999 |  0.323513 |              | [ch0] pid:6428 code:0
12:58:05.922619 ..._win32_process_info.c:168 | d4 | main                     | data_json    | r0  |  0.349449 |  0.349449 | process      | windows/memory:{"PageFaultCount":4609,"PeakWorkingSetSize":7921664,"PeakPagefileUsage":35979264}
12:58:05.922619 git.c:843                    | d4 | main                     | exit         |     |  0.349490 |           |              | code:0
12:58:05.922619 trace2/tr2_tgt_perf.c:217    | d4 | main                     | atexit       |     |  0.349508 |           |              | code:0
12:58:05.922619 run-command.c:979            | d3 | main                     | child_exit   |     |  3.370042 |  0.412463 |              | [ch1] pid:6840 code:0
12:58:05.922619 connect.c:175                | d3 | main                     | data         |     |  3.370155 |  3.370155 | transfer     | negotiated-version:0
12:58:05.922619 builtin/fetch.c:1642         | d1 | main                     | region_leave | r1  | 34.153173 |  3.415250 | fetch        | label:remote_refs
12:58:05.938270 builtin/fetch.c:1362         | d1 | main                     | region_enter | r1  | 34.163455 |           | fetch        | label:consume_refs
12:58:05.938270 usage.c:87                   | d1 | main                     | error        |     |           |           |              | ..fetch normally indicates which branches had a forced update,
but that check has been disabled; to re-enable, use '--show-forced-updates'
flag or run 'git config fetch.showForcedUpdates true'
warning: fetch normally indicates which branches had a forced update,
but that check has been disabled; to re-enable, use '--show-forced-updates'
flag or run 'git config fetch.showForcedUpdates true'
12:58:05.938270 builtin/fetch.c:1366         | d1 | main                     | region_leave | r1  | 34.165141 |  0.001686 | fetch        | label:consume_refs
12:58:05.938270 ..._win32_process_info.c:168 | d3 | main                     | data_json    | r1  |  3.386886 |  3.386886 | process      | windows/memory:{"PageFaultCount":5700,"PeakWorkingSetSize":14311424,"PeakPagefileUsage":39297024}
12:58:05.938270 common-main.c:65             | d3 | main                     | exit         |     |  3.386946 |           |              | code:0
12:58:05.938270 trace2/tr2_tgt_perf.c:217    | d3 | main                     | atexit       |     |  3.387899 |           |              | code:0
12:58:05.953783 run-command.c:979            | d2 | main                     | child_exit   |     |  3.431705 |  3.410675 |              | [ch0] pid:4472 code:0
12:58:05.953783 ..._win32_process_info.c:168 | d2 | main                     | data_json    | r0  |  3.432169 |  3.432169 | process      | windows/memory:{"PageFaultCount":3785,"PeakWorkingSetSize":7921664,"PeakPagefileUsage":35999744}
12:58:05.953783 git.c:843                    | d2 | main                     | exit         |     |  3.432212 |           |              | code:0
12:58:05.953783 trace2/tr2_tgt_perf.c:217    | d2 | main                     | atexit       |     |  3.432230 |           |              | code:0
12:58:05.953783 run-command.c:979            | d1 | main                     | child_exit   |     | 34.184951 |  3.446971 |              | [ch1] pid:6392 code:0
12:58:05.953783 sparse-index.c:505           | d1 | main                     | region_enter | r1  | 34.185038 |           | index        | label:clear_skip_worktree_from_present_files
12:58:30.610130 sparse-index.c:527           | d1 | main                     | data         | r1  | 58.839808 | 24.654770 | index        | ..sparse_path_count:1073522
12:58:30.610130 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 58.839840 | 24.654802 | index        | label:clear_skip_worktree_from_present_files
12:58:30.610130 sparse-index.c:505           | d1 | main                     | region_enter | r1  | 58.839855 |           | index        | label:clear_skip_worktree_from_present_files
12:58:56.625724 sparse-index.c:527           | d1 | main                     | data         | r1  | 84.857732 | 26.017877 | index        | ..sparse_path_count:1073522
12:58:56.625724 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 84.857773 | 26.017918 | index        | label:clear_skip_worktree_from_present_files
12:58:56.625724 run-command.c:1757           | d1 | main                     | region_enter |     | 84.858237 |           | submodule    | label:parallel/fetch max:1
12:58:56.657321 run-command.c:1795           | d1 | main                     | region_leave |     | 84.876790 |  0.018553 | submodule    | label:parallel/fetch
12:58:56.657321 ..._win32_process_info.c:168 | d1 | main                     | data_json    | r1  | 84.877225 | 84.877225 | process      | windows/memory:{"PageFaultCount":88678,"PeakWorkingSetSize":353824768,"PeakPagefileUsage":293580800}
12:58:56.657321 git.c:798                    | d1 | main                     | exit         |     | 84.877262 |           |              | code:0
12:58:56.657321 ..._win32_process_info.c:168 | d3 | main                     | data_json    | r1  | 58.085244 | 58.085244 | process      | windows/memory:{"PageFaultCount":5634,"PeakWorkingSetSize":14213120,"PeakPagefileUsage":38113280}
12:58:56.657321 common-main.c:65             | d3 | main                     | exit         |     | 58.085291 |           |              | code:0
12:58:56.657321 trace2/tr2_tgt_perf.c:217    | d3 | main                     | atexit       |     | 58.085900 |           |              | code:0
12:58:56.657321 run-command.c:979            | d2 | main                     | child_exit   |     | 58.129254 | 58.104573 |              | [ch0] pid:2824 code:0
12:58:56.657321 ..._win32_process_info.c:168 | d2 | main                     | data_json    | r0  | 58.129734 | 58.129734 | process      | windows/memory:{"PageFaultCount":3796,"PeakWorkingSetSize":7905280,"PeakPagefileUsage":35987456}
12:58:56.657321 git.c:843                    | d2 | main                     | exit         |     | 58.129764 |           |              | code:0
12:58:56.657321 trace2/tr2_tgt_perf.c:217    | d2 | main                     | atexit       |     | 58.129779 |           |              | code:0
12:58:56.657321 run-command.c:979            | d1 | main                     | child_exit   |     | 84.889789 | 58.147446 |              | [ch0] pid:5756 code:0
12:58:56.657321 trace2/tr2_tgt_perf.c:217    | d1 | main                     | atexit       |     | 84.889849 |           |              | code:0
12:58:56.672856 run-command.c:979            | d0 | main                     | child_exit   |     | 108.962089 | 84.924880 |              | [ch0] pid:2228 code:0
12:58:56.688502 run-command.c:726            | d0 | main                     | child_start  |     | 108.965551 |           |              | [ch1] class:? argv:[git merge FETCH_HEAD]
12:58:56.704085 common-main.c:55             | d1 | main                     | version      |     |           |           |              | 2.42.0.vfs.0.3
12:58:56.704085 common-main.c:56             | d1 | main                     | start        |     |  0.006416 |           |              | git merge FETCH_HEAD
12:58:56.704085 ..._win32_process_info.c:120 | d1 | main                     | data_json    | r0  |  0.016397 |  0.016397 | process      | windows/ancestry:["git.exe","git.exe","cmd.exe","explorer.exe"]
12:58:56.704085 repository.c:143             | d1 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.42.0.vfs.0.3-64-bit/00/GendoxData/src
12:58:56.719724 git.c:536                    | d1 | main                     | cmd_name     |     |           |           |              | merge (pull/merge)
12:58:56.719724 read-cache.c:2418            | d1 | main                     | region_enter | r1  |  0.021603 |           | index        | label:do_read_index .git/index
12:58:56.719724 read-cache.c:2066            | d1 | th01:load_index_extensio | thread_start |     |  0.031182 |           |              | 
12:58:56.719724 read-cache.c:1770            | d1 | th01:load_index_extensio | region_enter |     |  0.031321 |           | index        | label:read/extension/cache_tree
12:58:56.719724 cache-tree.c:669             | d1 | th01:load_index_extensio | region_enter | r1  |  0.031349 |           | cache_tree   | ..label:read
12:58:56.719724 read-cache.c:2149            | d1 | th02:load_cache_entries  | thread_start |     |  0.031334 |           |              | 
12:58:56.719724 read-cache.c:2149            | d1 | th03:load_cache_entries  | thread_start |     |  0.031436 |           |              | 
12:58:56.719724 read-cache.c:2149            | d1 | th04:load_cache_entries  | thread_start |     |  0.031547 |           |              | 
12:58:56.719724 read-cache.c:2149            | d1 | th05:load_cache_entries  | thread_start |     |  0.032049 |           |              | 
12:58:56.735262 read-cache.c:2149            | d1 | th06:load_cache_entries  | thread_start |     |  0.037148 |           |              | 
12:58:56.735262 cache-tree.c:671             | d1 | th01:load_index_extensio | region_leave | r1  |  0.040790 |  0.009441 | cache_tree   | ..label:read
12:58:56.735262 read-cache.c:1772            | d1 | th01:load_index_extensio | data         |     |  0.040847 |  0.009526 | index        | ..read/extension/cache_tree/bytes:767846
12:58:56.735262 read-cache.c:1773            | d1 | th01:load_index_extensio | region_leave |     |  0.040866 |  0.009545 | index        | label:read/extension/cache_tree
12:58:56.735262 fsmonitor.c:96               | d1 | th01:load_index_extensio | data         |     |  0.040902 |  0.009720 | index        | extension/fsmn/read/token:builtin:0.644.20231225T044131.750779Z:4
12:58:56.735262 read-cache.c:2068            | d1 | th01:load_index_extensio | thread_exit  |     |  0.041007 |  0.009825 |              | 
12:58:56.766423 read-cache.c:2158            | d1 | th05:load_cache_entries  | thread_exit  |     |  0.073203 |  0.041154 |              | 
12:58:56.766423 read-cache.c:2158            | d1 | th02:load_cache_entries  | thread_exit  |     |  0.074782 |  0.043448 |              | 
12:58:56.766423 read-cache.c:2158            | d1 | th04:load_cache_entries  | thread_exit  |     |  0.078241 |  0.046694 |              | 
12:58:56.766423 read-cache.c:2158            | d1 | th06:load_cache_entries  | thread_exit  |     |  0.078761 |  0.041613 |              | 
12:58:56.766423 read-cache.c:2158            | d1 | th03:load_cache_entries  | thread_exit  |     |  0.078774 |  0.047338 |              | 
12:58:56.782096 read-cache.c:2367            | d1 | main                     | data         | r1  |  0.085331 |  0.063728 | index        | ..read/version:4
12:58:56.782096 read-cache.c:2369            | d1 | main                     | data         | r1  |  0.085370 |  0.063767 | index        | ..read/cache_nr:1074121
12:58:56.782096 read-cache.c:2423            | d1 | main                     | region_leave | r1  |  0.085387 |  0.063784 | index        | label:do_read_index .git/index
12:58:56.829168 fsmonitor-ipc.c:84           | d1 | main                     | region_enter |     |  0.127802 |           | fsm_client   | label:query
12:58:56.829168 fsmonitor-ipc.c:85           | d1 | main                     | data         |     |  0.127883 |  0.000081 | fsm_client   | ..query/command:builtin:0.644.20231225T044131.750779Z:4
12:58:56.829168 ...imple-ipc/ipc-win32.c:206 | d1 | main                     | region_enter |     |  0.127909 |           | ipc-client   | ..label:try-connect
12:58:56.829168 ...imple-ipc/ipc-win32.c:207 | d1 | main                     | data         |     |  0.127923 |  0.000014 | ipc-client   | ....try-connect/path:.git/fsmonitor--daemon.ipc
12:58:56.829168 ...imple-ipc/ipc-win32.c:215 | d1 | main                     | data         |     |  0.128332 |  0.000423 | ipc-client   | ....try-connect/state:0
12:58:56.829168 ...imple-ipc/ipc-win32.c:217 | d1 | main                     | region_leave |     |  0.128556 |  0.000647 | ipc-client   | ..label:try-connect
12:58:56.829168 ...imple-ipc/ipc-win32.c:247 | d1 | main                     | region_enter |     |  0.128592 |           | ipc-client   | ..label:send-command
12:58:56.829168 ...imple-ipc/ipc-win32.c:266 | d1 | main                     | region_leave |     |  0.130536 |  0.001944 | ipc-client   | ..label:send-command
12:58:56.829168 fsmonitor-ipc.c:97           | d1 | main                     | data         |     |  0.130611 |  0.002809 | fsm_client   | ..query/response-length:37987
12:58:56.829168 fsmonitor-ipc.c:135          | d1 | main                     | region_leave |     |  0.130633 |  0.002831 | fsm_client   | label:query
12:58:56.829168 fsmonitor.c:450              | d1 | main                     | region_enter | r1  |  0.130646 |           | fsmonitor    | label:apply_results
12:58:56.876116 fsmonitor.c:480              | d1 | main                     | data         | r1  |  0.179204 |  0.048558 | fsmonitor    | ..apply_count:826
12:58:56.876116 fsmonitor.c:511              | d1 | main                     | region_leave | r1  |  0.179263 |  0.048617 | fsmonitor    | label:apply_results
12:58:56.876116 sparse-index.c:505           | d1 | main                     | region_enter | r1  |  0.179304 |           | index        | label:clear_skip_worktree_from_present_files
12:59:23.735191 sparse-index.c:527           | d1 | main                     | data         | r1  | 27.040003 | 26.860699 | index        | ..sparse_path_count:1073522
12:59:23.735191 sparse-index.c:532           | d1 | main                     | region_leave | r1  | 27.040038 | 26.860734 | index        | label:clear_skip_worktree_from_present_files
Already up to date.
12:59:23.766365 ..._win32_process_info.c:168 | d1 | main                     | data_json    | r1  | 27.069455 | 27.069455 | process      | windows/memory:{"PageFaultCount":88713,"PeakWorkingSetSize":354705408,"PeakPagefileUsage":294486016}
12:59:23.766365 git.c:798                    | d1 | main                     | exit         |     | 27.069519 |           |              | code:0
12:59:23.766365 trace2/tr2_tgt_perf.c:217    | d1 | main                     | atexit       |     | 27.069538 |           |              | code:0
12:59:23.766365 run-command.c:979            | d0 | main                     | child_exit   |     | 136.051631 | 27.086080 |              | [ch1] pid:832 code:0
12:59:23.766365 ..._win32_process_info.c:168 | d0 | main                     | data_json    | r1  | 136.052103 | 136.052103 | process      | windows/memory:{"PageFaultCount":88462,"PeakWorkingSetSize":354619392,"PeakPagefileUsage":294412288}
12:59:23.766365 git.c:798                    | d0 | main                     | exit         |     | 136.052129 |           |              | code:0
12:59:23.766365 trace2/tr2_tgt_perf.c:217    | d0 | main                     | atexit       |     | 136.052140 |           |              | code:0
