14:27:41.735089 common-main.c:49             | d0 | main                     | version      |     |           |           |              | 2.36.0.vfs.0.0
14:31:23.078899 wrapper.c:622                | d3 | main                     | data         | r1  | 115.563876 | 115.563876 | fsync        | fsync/hardware-flush:0
14:31:23.078899 ..._win32_process_info.c:166 | d3 | main                     | data_json    | r1  | 115.564146 | 115.564146 | process      | windows/memory:{"PageFaultCount":5588,"PeakWorkingSetSize":12750848,"PeakPagefileUsage":4837376}
14:31:23.078899 common-main.c:63             | d3 | main                     | exit         |     | 115.564171 |           |              | code:0
14:31:23.078899 trace2/tr2_tgt_perf.c:215    | d3 | main                     | atexit       |     | 115.564439 |           |              | code:0
14:31:23.078899 run-command.c:977            | d2 | main                     | child_exit   |     | 115.606848 | 115.585044 |              | [ch0] pid:480 code:0
14:31:23.078899 wrapper.c:621                | d2 | main                     | data         | r0  | 115.606915 | 115.606915 | fsync        | fsync/writeout-only:0
14:31:23.078899 wrapper.c:622                | d2 | main                     | data         | r0  | 115.606933 | 115.606933 | fsync        | fsync/hardware-flush:0
14:31:23.078899 ..._win32_process_info.c:166 | d2 | main                     | data_json    | r0  | 115.607231 | 115.607231 | process      | windows/memory:{"PageFaultCount":3927,"PeakWorkingSetSize":7843840,"PeakPagefileUsage":3178496}
14:31:23.078899 git.c:842                    | d2 | main                     | exit         |     | 115.607254 |           |              | code:0
14:31:23.078899 trace2/tr2_tgt_perf.c:215    | d2 | main                     | atexit       |     | 115.607266 |           |              | code:0
14:31:23.094575 run-command.c:977            | d1 | main                     | child_exit   |     | 170.128237 | 115.623385 |              | [ch0] pid:5700 code:0
14:31:23.094575 trace2/tr2_tgt_perf.c:215    | d1 | main                     | atexit       |     | 170.128287 |           |              | code:0
14:31:23.110225 run-command.c:977            | d0 | main                     | child_exit   |     | 221.378942 | 170.167717 |              | [ch0] pid:7564 code:0
14:31:23.110225 run-command.c:721            | d0 | main                     | child_start  |     | 221.381876 |           |              | [ch1] class:? argv:[git merge FETCH_HEAD]
14:31:23.125771 common-main.c:49             | d1 | main                     | version      |     |           |           |              | 2.36.0.vfs.0.0
14:31:23.125771 common-main.c:50             | d1 | main                     | start        |     |  0.005755 |           |              | git merge FETCH_HEAD
14:31:23.141397 ..._win32_process_info.c:118 | d1 | main                     | data_json    | r0  |  0.017436 |  0.017436 | process      | windows/ancestry:["git.exe","git.exe","cmd.exe","explorer.exe"]
14:31:23.141397 repository.c:136             | d1 | main                     | def_repo     | r1  |           |           |              | worktree:C:/Users/liuwn/Desktop/Git-2.36.0.vfs.0.0-64-bit/00/GendoxData/src
14:31:23.141397 git.c:532                    | d1 | main                     | cmd_name     |     |           |           |              | merge (pull/merge)
14:31:23.141397 read-cache.c:2468            | d1 | main                     | region_enter | r1  |  0.022659 |           | index        | label:do_read_index .git/index
14:31:23.141397 read-cache.c:2128            | d1 | th01:load_index_extensio | thread_start |     |  0.023073 |           |              | 
14:31:23.141397 read-cache.c:1853            | d1 | th01:load_index_extensio | region_enter |     |  0.023136 |           | index        | label:read/extension/cache_tree
14:31:23.141397 cache-tree.c:688             | d1 | th01:load_index_extensio | region_enter | r1  |  0.023162 |           | cache_tree   | ..label:read
14:31:23.141397 read-cache.c:2211            | d1 | th02:load_cache_entries  | thread_start |     |  0.023238 |           |              | 
14:31:23.141397 read-cache.c:2211            | d1 | th03:load_cache_entries  | thread_start |     |  0.023351 |           |              | 
14:31:23.141397 read-cache.c:2211            | d1 | th04:load_cache_entries  | thread_start |     |  0.023472 |           |              | 
14:31:23.141397 read-cache.c:2211            | d1 | th05:load_cache_entries  | thread_start |     |  0.023612 |           |              | 
14:31:23.141397 read-cache.c:2211            | d1 | th06:load_cache_entries  | thread_start |     |  0.023657 |           |              | 
14:31:23.157023 cache-tree.c:690             | d1 | th01:load_index_extensio | region_leave | r1  |  0.031875 |  0.008713 | cache_tree   | ..label:read
14:31:23.157023 read-cache.c:1855            | d1 | th01:load_index_extensio | data         |     |  0.031962 |  0.008826 | index        | ..read/extension/cache_tree/bytes:767846
14:31:23.157023 read-cache.c:1856            | d1 | th01:load_index_extensio | region_leave |     |  0.031981 |  0.008845 | index        | label:read/extension/cache_tree
14:31:23.157023 fsmonitor.c:94               | d1 | th01:load_index_extensio | data         |     |  0.032007 |  0.008934 | index        | extension/fsmn/read/token:builtin:0.9148.20231225T061501.313149Z:4
14:31:23.157023 read-cache.c:2130            | d1 | th01:load_index_extensio | thread_exit  |     |  0.032132 |  0.009059 |              | 
14:31:23.188276 read-cache.c:2220            | d1 | th06:load_cache_entries  | thread_exit  |     |  0.063345 |  0.039688 |              | 
14:31:23.188276 read-cache.c:2220            | d1 | th02:load_cache_entries  | thread_exit  |     |  0.064136 |  0.040898 |              | 
14:31:23.188276 read-cache.c:2220            | d1 | th04:load_cache_entries  | thread_exit  |     |  0.064336 |  0.040864 |              | 
14:31:23.188276 read-cache.c:2220            | d1 | th03:load_cache_entries  | thread_exit  |     |  0.067721 |  0.044370 |              | 
14:31:23.188276 read-cache.c:2220            | d1 | th05:load_cache_entries  | thread_exit  |     |  0.067994 |  0.044382 |              | 
14:31:23.203898 read-cache.c:2414            | d1 | main                     | data         | r1  |  0.076212 |  0.053553 | index        | ..read/version:4
14:31:23.203898 read-cache.c:2416            | d1 | main                     | data         | r1  |  0.076266 |  0.053607 | index        | ..read/cache_nr:1074121
14:31:23.203898 read-cache.c:2473            | d1 | main                     | region_leave | r1  |  0.076286 |  0.053627 | index        | label:do_read_index .git/index
14:31:23.235194 fsmonitor-ipc.c:80           | d1 | main                     | region_enter |     |  0.112397 |           | fsm_client   | label:query
14:31:23.235194 fsmonitor-ipc.c:81           | d1 | main                     | data         |     |  0.112501 |  0.000104 | fsm_client   | ..query/command:builtin:0.9148.20231225T061501.313149Z:4
14:31:23.235194 ...imple-ipc/ipc-win32.c:202 | d1 | main                     | region_enter |     |  0.112539 |           | ipc-client   | ..label:try-connect
14:31:23.235194 ...imple-ipc/ipc-win32.c:203 | d1 | main                     | data         |     |  0.112556 |  0.000017 | ipc-client   | ....try-connect/path:.git/fsmonitor--daemon.ipc
14:31:23.235194 ...imple-ipc/ipc-win32.c:211 | d1 | main                     | data         |     |  0.113237 |  0.000698 | ipc-client   | ....try-connect/state:0
14:31:23.235194 ...imple-ipc/ipc-win32.c:213 | d1 | main                     | region_leave |     |  0.113284 |  0.000745 | ipc-client   | ..label:try-connect
14:31:23.235194 ...imple-ipc/ipc-win32.c:243 | d1 | main                     | region_enter |     |  0.113297 |           | ipc-client   | ..label:send-command
14:31:23.235194 ...imple-ipc/ipc-win32.c:262 | d1 | main                     | region_leave |     |  0.114943 |  0.001646 | ipc-client   | ..label:send-command
14:31:23.235194 fsmonitor-ipc.c:93           | d1 | main                     | data         |     |  0.114995 |  0.002598 | fsm_client   | ..query/response-length:37988
14:31:23.235194 fsmonitor-ipc.c:131          | d1 | main                     | region_leave |     |  0.115009 |  0.002612 | fsm_client   | label:query
14:31:23.235194 fsmonitor.c:439              | d1 | main                     | region_enter | r1  |  0.115019 |           | fsmonitor    | label:apply_results
14:31:23.282079 fsmonitor.c:469              | d1 | main                     | data         | r1  |  0.158502 |  0.043483 | fsmonitor    | ..apply_count:826
14:31:23.282079 fsmonitor.c:500              | d1 | main                     | region_leave | r1  |  0.158559 |  0.043540 | fsmonitor    | label:apply_results
Already up to date.
14:32:19.172697 wrapper.c:621                | d1 | main                     | data         | r1  | 56.043689 | 56.043689 | fsync        | fsync/writeout-only:0
14:32:19.172697 wrapper.c:622                | d1 | main                     | data         | r1  | 56.043714 | 56.043714 | fsync        | fsync/hardware-flush:0
14:32:19.172697 ..._win32_process_info.c:166 | d1 | main                     | data_json    | r1  | 56.044023 | 56.044023 | process      | windows/memory:{"PageFaultCount":87632,"PeakWorkingSetSize":350568448,"PeakPagefileUsage":266833920}
14:32:19.172697 git.c:794                    | d1 | main                     | exit         |     | 56.044055 |           |              | code:0
14:32:19.172697 trace2/tr2_tgt_perf.c:215    | d1 | main                     | atexit       |     | 56.044142 |           |              | code:0
14:32:19.188273 run-command.c:977            | d0 | main                     | child_exit   |     | 277.459407 | 56.077531 |              | [ch1] pid:4876 code:0
14:32:19.188273 wrapper.c:621                | d0 | main                     | data         | r1  | 277.459618 | 277.459618 | fsync        | fsync/writeout-only:0
14:32:19.188273 wrapper.c:622                | d0 | main                     | data         | r1  | 277.459632 | 277.459632 | fsync        | fsync/hardware-flush:0
14:32:19.188273 ..._win32_process_info.c:166 | d0 | main                     | data_json    | r1  | 277.459972 | 277.459972 | process      | windows/memory:{"PageFaultCount":87290,"PeakWorkingSetSize":349605888,"PeakPagefileUsage":265973760}
14:32:19.188273 git.c:794                    | d0 | main                     | exit         |     | 277.459992 |           |              | code:0
14:32:19.188273 trace2/tr2_tgt_perf.c:215    | d0 | main                     | atexit       |     | 277.460002 |           |              | code:0
